ResponseId,UserLanguage,consent,employment_status,role_type,role_type_11_TEXT,misinfo_intro,misinfo_attitudes_general,misinfo_attitudes_companies,misinfo_attitudes_platforms,attitudes_recommend,stated_ad_check,stated_consumer_reaction,consumer_info_demand,consumer_info_demand_yes,info_session_self_reported_demand,info_session_link_clicked,requests_full_ad_check,,prior_companies_1,prior_own_company,prior_own_comapny_c,prior_platforms_1,info_treatment,posterior_belief_1,platform_choice,donation,headquarter,num_employees,duration_of_role,industry,industry_11_TEXT,uses_digital_ads,gender,trust,bias,purpose,feedback,info_group,stated_preferences_8,stated_preferences_9,initial_beliefs_1_1,initial_beliefs_3_1,posterior_belief_old_1,stated_consumer,US_HQ,treated,prior_belief_platforms,posterior_belief,belief_own_company_yes,belief_own_company_no,prior_own_company_c,own_company_certainty,own_company_confidence_belief,female,male,digital_ad_use_yes,full_time_employee,part_time_employee,exec,marketing_role,big_business,no_info_demand,info_demand_yes,long_role,not_biased,appeared_on_misinfo,appears_in MP_data,final_role_type,platform_choice_misinfo,final_marketing
R_3n0ZECJig6nGwLX,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I would not like to sign up for this consultation.,0,1,,80,Yes,Unsure,80,,1000,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Italy,"More than 10,000",Between 5 years to less than 10 years,Health,,Yes,Male,Strongly agree,Not biased,Preserve brand against not healthy position,,Control,,,0,0,0,,0,0,80,1000,1,0,Unsure,Uncertain,Uncertain - Yes,0,1,1,1,0,1,0,1,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_2RQfzqH69oo9EG0,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,50,No,Sure,40,,200,I would not like to receive this information.,The Global Disinformation Index,Spain,101 to 1000,Between 5 years to less than 10 years,"Telecommunications, ISP or Cable Provider",,Yes,Male,Strongly agree,Not biased,Determine how many companies place ads in misleading websites without knowing it ,,Control,,,0,0,0,,0,0,40,200,0,1,Sure,Certain,Certain - No,0,1,1,1,0,0,1,1,1,0,1,1,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_2UX9mmXwuTekF4q,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,1,1,,80,No,Sure,80,,80,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,United States of America,"1001 to 10,000",Less than 1 year,Other (please specify),Professional Service,I don't know,Male,Somewhat agree,Not biased,To understand whether companies advertising even understand where their adverts gets  displayed,I questioned the authenticity of the survey. Is this really Stanford?,Control,,,0,0,0,,1,0,80,80,0,1,Sure,Certain,Certain - No,0,1,0,1,0,1,0,1,0,1,0,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_1NmP3oW16PgjVMi,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,0,1,,10,No,Sure,25,I have carefully read the above information.,15,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Philippines,"More than 10,000",Between 5 years to less than 10 years,Finance,,Yes,Male,Strongly disagree,Not biased,use of digital platforms for advertising ,...,Treatment,,,0,0,0,,0,1,25,15,0,1,Sure,Certain,Certain - No,0,1,1,1,0,1,0,1,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_efIvNTZJDTXSpUJ,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,100,No,Very sure,100,I have carefully read the above information.,50,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,0 to 10,20 or more years,"Food Products, Beverages or Dining",,Yes,Male,Strongly agree,Not biased,Find a solution to preventing false information being spread,,Treatment,,,0,0,0,,1,1,100,50,0,1,Very sure,Certain,Certain - No,0,1,1,0,0,1,0,0,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_z7uuNhJv1s3kENP,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,80,No,Sure,50,,30,I would not like to receive this information.,The Global Disinformation Index,Brazil,101 to 1000,Between 1 year to less than 5 years,Finance,,No,Male,Strongly disagree,Not biased,Protect citizens against fake news ,,Control,,,0,0,0,,0,0,50,30,0,1,Sure,Certain,Certain - No,0,1,0,1,0,1,0,1,0,1,0,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_3dLFLjQRoGzjQXg,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I have signed up for this consultation.,0,1,,1000000,Yes,Somewhat sure,40,,80,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,China,11 to 100,Between 10 years to less than 20 years,Health,,Yes,Female,Somewhat agree,Not biased,to ban misinformation website. ,the least preferred questionair has problems to choose answers...,Control,,,0,0,0,,0,0,40,80,1,0,Somewhat sure,Certain,Certain - Yes,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_Rw5uWyHeagKIflL,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Contract or temporary work,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,1,1,,1000,No,Sure,30,,65,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Mexico,11 to 100,Between 1 year to less than 5 years,Other (please specify),Consulting,Yes,Male,Neither agree nor disagree,Slightly right-wing biased,Measuring the relationship between corporate brands with fake news criteria worldwide,,Control,,,0,0,0,,0,0,30,65,0,1,Sure,Certain,Certain - No,0,1,1,0,1,0,1,0,0,1,0,0,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_3nq1AhCQyHT08ji,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,70,No,Unsure,70,I have carefully read the above information.,80,I would not like to receive this information.,The Global Disinformation Index,United States of America,11 to 100,Between 1 year to less than 5 years,Technology,,Yes,Male,Somewhat agree,Slightly right-wing biased,Not really sure.,,Treatment,,,0,0,0,,1,1,70,80,0,1,Unsure,Uncertain,Uncertain - No,0,1,1,0,0,1,0,0,1,0,0,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_3KZ9kJgeRYvRyjy,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I have signed up for this consultation.,1,0,,0,No,Very sure,50,I have carefully read the above information.,30,I would not like to receive this information.,DataKind,Nigeria,0 to 10,Between 1 year to less than 5 years,"Food Products, Beverages or Dining",,No,Female,Strongly agree,Not biased,,,Treatment,,,0,0,0,,0,1,50,30,0,1,Very sure,Certain,Certain - No,1,0,0,0,0,0,1,0,0,1,0,1,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_2wgjjbkyIh7zF1G,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Disagree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,0,,100,No,Somewhat sure,8,,8,I would not like to receive this information.,DataKind,United States of America,"1001 to 10,000",Between 10 years to less than 20 years,Automotive,,Yes,Female,Agree,Not biased,To promote and strengthen a Marketing program ,,Control,,,0,0,0,,1,0,8,8,0,1,Somewhat sure,Certain,Certain - No,1,0,1,1,0,1,0,1,1,0,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
