ResponseId,UserLanguage,consent,age,gender,residence,US_citizen,newspapers,news_sources,platforms_used,platforms_used_5_TEXT,news_media_trust,petitions_num_1,gift_card_ranking_uber,gift_card_ranking_lyft,gift_card_ranking_GH,gift_card_ranking_DD,gift_card_ranking_S,gift_card_ranking_BK,confirm_top_choice,gift_card_weight_1,gift_card_weight_2,gift_card_weight_3,gift_card_weight_4,gift_card_weight_5,gift_card_weight_6,gift_card_use_uber,gift_card_use_lyft,gift_card_use_GH,gift_card_use_DD,gift_card_use_S,gift_card_use_BK,misinfo_intro,control_info,T1_info,T2_info,T3_info,T4_info_S,T4_info_uber_GH,T4_info_BK_DD_lyft_1,T4_info_BK_DD_lyft_2,outcome_1,outcome_1_why,outcome_2,outcome_2_why,attn_check_1,petition_c_P_B,petition_c_P_A,petition_c_C_B,petition_c_C_A,petition_T1_P_B,petition_T1_P_A,petition_T1_C_B,petition_T1_C_A,petition_T2_P_B,petition_T2_P_A,petition_T2_C_B,petition_T2_C_A,petition_T3_P_B,petition_T3_P_A,petition_T3_C_B,petition_T3_C_A,petition_T4_P_B,petition_T4_P_A,petition_T4_C_B,petition_T4_C_A,ratings_trust,ratings_bias,factual_errors,quality,employment,education,household_income,race,vote,survey_purpose,survey_trust,survey_bias,group,petition_link_clicked,passes_attn_check_1,top_choice_consistent,outcome_1_text,confirm_top_choice_text,top_ranked_choice,second_ranked_choice,switch_in_preference,weight_of_top_choice,weight_of_outcome,outcome_top_choice_weight_diff,outcome_1_misinfo_rank,top_choice_misinfo_rank,outcome_2_text,petition_none,petition_company_block,petition_company_allow,petition_platform_block,petition_platform_allow,petition_clicks_company_block,petition_clicks_company_allow,petition_clicks_platform_block,petition_clicks_platform_allow,petition_self_reported_company_block,petition_self_reported_company_allow,petition_self_reported_platform_block,petition_self_reported_platform_allow,control_group,T1_group,T2_group,T3_group,T4_group,gender_text,gender_male,gender_female,gender_third,age_text,race_text,residence_text,consumes_misinfo,news_media_trust_text,news_media_trust_low,news_media_trust_high,petition_signer,freq_of_use_top_choice,freq_use_of_top_choice_text,frequently_used_top_choice,freq_use_of_outcome,freq_use_of_outcome_text,frequently_used_outcome,vote_text,vote_trump,vote_biden,vote_other,vote_none,household_income_text,income_50K_below,income_50K_plus,income_25K_below,income_25K_to_50K,income_50K_to_100K,income_100K_above,income_no_answer,educ_text,educ_no_degree,educ_associates_plus,educ_college_plus,educ_high_school,educ_some_college,educ_bachelors,educ_post_graduate,employment_text,working_paid,working_self,working_any,not_working,working_no_answer,num_platforms_used,petition,petition_clicks,petition_block,frequent_user,weight_diff_category,weight_diff_negative,switched_categories,switch_misinfo_mag,outcome_1_topic,outcome_2_topic,weights_difference
R_2uEAgcwBKbdlf2L,EN,4,2,1,2,1,26,2,"(1, 2)",,3,4,2,3,6,4,1,5,4,20,20,0,20,30,10,4,3,3,2,2,3,4,,,9,,,,,,4,Not sure ,3,Not sure ,"1,5",,,,,,,,,1,,,,,,,,,,,,3,3,2,3,1,2,4,2,1,Not sure ,4,4,T2,0,1,0,DoorDash,DoorDash,Subway,Uber,0,20,20,0,6,6,platform_block,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Male,1,0,0,age_25_34,Asian,MW,0,Some trust,0,0,1,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,max_high_school,1,0,0,1,0,0,0,paid_employee,1,0,1,0,0,2,None,No clicks,0,1,same weight,0,0,0,Product features,No interest,10
R_1C2CjGTpMkURM5Q,EN,4,1,1,4,1,"2,32,5,9,16,18,26",1,"(1, 3, 4)",,1,0,5,6,3,4,1,2,5,0,0,0,0,75,25,2,2,2,2,1,1,4,,9,,,,,,,5,I eat at subway a lot,5,,"1,5",,,,,,,,,,,,,,,,,,,,,1,3,3,1,1,3,2,3,1,A study on sites,6,4,T1,0,1,1,Subway,Subway,Subway,Burger King,0,75,75,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,1,0,0,age_18_24,White,W,1,Very high trust,0,1,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Trump,1,0,0,0,25K_below,1,0,1,0,0,0,0,some_college,1,0,0,0,1,0,0,paid_employee,1,0,1,0,0,3,None,No clicks,0,1,same weight,0,0,0,Product features,,50
R_1DBzKjx03nTE4rK,EN,4,5,2,4,1,"2,33,26",1,1,,4,0,6,5,4,3,1,2,5,5,10,10,10,45,20,5,5,5,3,2,2,4,,,,9,,,,,5,i like their food,5,not sure,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,4,2,3,1,website news,5,4,T3,0,1,1,Subway,Subway,Subway,Burger King,0,45,45,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Female,0,1,0,age_55_64,White,W,1,Low trust,1,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,25K_below,1,0,1,0,0,0,0,some_college,0,1,0,0,1,0,0,not_working,0,0,0,1,0,1,None,No clicks,0,1,same weight,0,0,0,Like,No interest,25
R_31aWh6BGxgJFGSY,EN,4,4,2,2,1,"1,9",4,"(1, 2, 3)",,5,0,5,6,4,3,1,2,6,5,5,5,10,20,55,5,5,5,5,4,4,4,,,9,,,,,,6,Can use on my day out,5,I don't get involved in politics ,"1,5",,,,,,,,,,,,,,,,,,,,,3,4,3,3,5,4,1,3,1,Find out more about mis information ,6,4,T2,0,1,0,Burger King,Burger King,Subway,Burger King,0,55,55,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Female,0,1,0,age_45_54,White,MW,1,Very low trust,1,0,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Trump,1,0,0,0,25K_below,1,0,1,0,0,0,0,some_college,0,1,0,0,1,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,0,same weight,0,0,0,Use,No interest,35
R_2sd5cbBErRWroxv,EN,4,3,1,3,1,"11,14,16,17,18,26",1,"(1, 2, 3, 4)",,4,0,6,5,2,1,4,3,4,1,1,40,40,8,10,4,4,2,2,3,1,4,,,,,,,9,9,3,"Doordash advertised on disinfo websites more, so I selected Grubhub instead.",5,"Who decides what is misinformation. Today these claims may be true, but if legistaltion is enacted and it becomes what corporations or government disagree with, this subverts the first amendment.","1,5",,,,,,,,,,,,,,,,,,,,,3,3,2,4,1,4,4,3,4,"To see if people would trust DoorDash less if they were known to advertise on misinformation websites. Also, to see how what the overall opinion of advertisers who promote those sites is.",4,4,T4,0,1,1,Grubhub,DoorDash,DoorDash,Grubhub,1,40,40,0,2,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,1,0,0,age_35_44,White,S,0,Low trust,1,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,None,0,0,0,1,50K_to_100K,0,1,0,0,1,0,0,some_college,0,1,0,0,1,0,0,paid_employee,1,0,1,0,0,4,None,No clicks,0,1,same weight,0,0,4,Misinformation,"Trust, privacy and free speech concerns",0
R_2EFRRkSVmHLQauh,EN,4,4,1,3,1,26,1,"(1, 2, 3, 4)",,3,0,5,6,1,2,3,4,3,0,0,40,40,15,5,5,5,4,5,5,5,4,9,,,,,,,,3,It's the only service I've used in many years.,5,I don't sign petitions.,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,1,5,7,5,5,3,4,Educate on misinformation ,4,4,control,0,1,1,Grubhub,Grubhub,Grubhub,DoorDash,0,40,40,0,2,2,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Male,1,0,0,age_45_54,White,S,0,Some trust,0,0,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,None,0,0,0,1,50K_to_100K,0,1,0,0,1,0,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,4,None,No clicks,0,0,same weight,0,0,0,Frequency of use,No interest,0
R_2V8AOzwzx4VvylN,EN,4,2,2,3,1,"1,9",1,"(1, 2, 3)",,3,0,5,2,3,6,1,4,5,0,0,0,0,100,0,5,2,5,5,2,3,4,,,,,9,,,,5, Me and my boyfriend love it,5,I have signed enough petitions.,"1,5",,,,,,,,,,,,,,,,,,,,,2,5,4,5,6,2,1,3,1,See if who politically biased.,6,4,T4,0,1,1,Subway,Subway,Subway,Lyft,0,100,100,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Female,0,1,0,age_25_34,White,S,1,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,1,same weight,0,0,0,Love,No interest,100
R_2s4kJ9uk2r4LyBr,EN,4,5,1,1,1,21,3,1,,2,0,5,6,4,3,1,2,5,0,0,0,0,51,49,5,5,5,5,2,2,4,9,,,,,,,,5,I eat at subway a couple times a month,5,I don't sign anything,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,2,5,3,2,To make sure people are paying attention to the questions,7,4,control,0,1,1,Subway,Subway,Subway,Burger King,0,51,51,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Male,1,0,0,age_55_64,White,NE,0,High trust,0,1,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,1,None,No clicks,0,1,same weight,0,0,0,Frequency of use,No interest,2
R_2SoVPBVasvqaGAp,EN,4,6,2,4,1,"16,26",3,"(1, 2)",,2,2,6,3,4,5,1,2,5,5,5,20,10,30,30,5,5,5,5,4,4,4,9,,,,,,,,5,Healthiest choice,5,None matters to me,"1,5",,,,,,,,,,,,,,,,,,,,,2,3,3,3,5,6,3,3,2,Misinformation on web sites,4,4,control,0,1,1,Subway,Subway,Subway,Burger King,0,30,30,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Female,0,1,0,age_65_plus,White,W,0,High trust,0,1,1,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,post_graduate,0,1,1,0,0,0,1,not_working,0,0,0,1,0,2,None,No clicks,0,0,same weight,0,0,0,Product features,No interest,0
R_1nOrYdURLfzyYYP,EN,4,2,1,4,1,"2,4,16,18,26,36",2,"(1, 2)",,1,3,2,1,4,3,5,6,6,10,10,10,10,10,50,2,1,2,2,1,1,4,9,,,,,,,,6,I chose this one because it is a lot closer and there is a person at burger king i am trying to become friends with.,3,Ive always gotten misleading infotmation on multipule occasions and needs to stop.,"1,5",1,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,3,2,To ensure users and companys the use of misleading information can wreck havoc.,7,4,control,0,1,0,Burger King,Burger King,Lyft,Uber,0,50,50,0,3,3,platform_block,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Male,1,0,0,age_25_34,White,W,1,Very high trust,0,1,1,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,paid_employee,1,0,1,0,0,2,None,No clicks,0,1,same weight,0,0,0,Product features,Misinformation concerns,40
R_WoORb31zLPd6bfP,EN,4,4,2,3,1,"11,14,16,17,18,36",1,"(1, 2, 4)",,2,0,6,3,5,4,1,2,5,1,1,1,1,94,2,5,5,5,5,2,4,4,,,,9,,,,,5,Regardless of where they advertise I like the company on its own merit.,5,I don't want to sigh the petition because its not for me to tell a company how or who to run their company ads whether i agree with it or not.,"1,5",,,,,,,,,,,,,,,,,,,,,1,3,1,5,7,2,3,3,2,To see how people respond to companies ,6,4,T3,0,1,1,Subway,Subway,Subway,Burger King,0,94,94,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Female,0,1,0,age_45_54,White,S,1,High trust,0,1,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,1,same weight,0,0,0,Misinformation,No interest,92
R_3O2exJRF0mHxyl4,EN,4,5,2,2,1,21,3,"(1, 2, 5)",Tik Tok,4,0,6,5,3,4,2,1,6,0,0,0,0,0,100,5,5,5,5,3,2,4,,,9,,,,,,6,Because I am more apt to yse Burger King,5,,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,2,3,7,2,1,3,4,Dont recall,4,4,T2,0,1,1,Burger King,Burger King,Burger King,Subway,0,100,100,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Female,0,1,0,age_55_64,White,MW,0,Low trust,1,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,None,0,0,0,1,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,1,same weight,0,0,0,Product features,,100
R_1ptWUBK9ZJnbA1B,EN,4,2,2,4,1,21,2,1,,4,3,1,2,4,6,3,5,1,50,30,5,5,5,5,5,5,5,3,2,3,4,,9,,,,,,,2,I’ve found myself spending more money on fuel than I would using rideshare ,5,I’m indecisive on the matters ,"1,5",,,,,,,,,,,,,,,,,,,,,4,3,1,5,1,3,9,3,4,To educate on misinformation ,1,4,T1,0,1,1,Lyft,Uber,Uber,Lyft,1,50,30,-20,1,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Female,0,1,0,age_25_34,White,W,0,Low trust,1,0,1,5,did_not_use,0,5,did_not_use,0,None,0,0,0,1,no_answer,0,1,0,0,0,0,1,some_college,1,0,0,0,1,0,0,paid_employee,1,0,1,0,0,1,None,No clicks,0,0,negative weight difference,1,0,5,Product features,No interest,20
R_sLInbJo8fklbGaR,EN,4,4,1,3,1,"17,18,26",2,"(1, 2, 3, 4)",,2,0,3,5,1,2,6,4,3,30,0,40,30,0,0,1,5,1,1,5,4,4,,9,,,,,,,3,Because I use grubhub service alot,5,I will do it on my own not thru this survey that I don't know nothing about,"1,5",,,,,,,,,,,,,,,,,,,,,3,2,3,3,4,3,4,1,2,To see reaction to misinformation ,4,3,T1,0,1,1,Grubhub,Grubhub,Grubhub,DoorDash,0,40,40,0,2,2,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,1,0,0,age_45_54,Black,S,0,High trust,0,1,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,4,None,No clicks,0,1,same weight,0,0,0,Frequency of use,"Trust, privacy and free speech concerns",10
R_WomjHWngVqBlKlb,EN,4,2,1,3,1,"2,11,16,17,18",3,"(1, 2, 3)",,2,0,4,5,3,2,1,6,5,0,0,0,0,100,0,5,5,4,5,3,3,4,9,,,,,,,,5,I like subway. ,5,"You did not provide an ""I want to sign a petition"", answer.","1,5",,,,,,,,,,,,,,,,,,,,,1,4,2,5,6,2,4,6,1,To gather research to further the human race.,7,4,control,0,1,1,Subway,Subway,Subway,DoorDash,0,100,100,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Male,1,0,0,age_25_34,Other,S,0,High trust,0,1,0,3,once_every_few_months,0,3,once_every_few_months,0,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,0,same weight,0,0,0,Like,No interest,100
R_3CDUF0VTwWb6VFK,EN,4,3,2,3,1,"4,9,36",1,"(1, 2)",,4,0,6,5,4,3,2,1,6,0,0,0,0,25,75,5,5,5,4,2,1,4,,,,9,,,,,6,My family highly enjoyed Burger King food and it is right down the road from my house.,3,This would help to lower the amount of traffic being directed to these sites.,"1,5",,,,,,,,,,,,,1,,,,,,,,4,3,1,5,4,4,3,3,2,The spreading of Misinformation and advertisements paying to be on the sites that spread misinformation ,6,4,T3,1,1,1,Burger King,Burger King,Burger King,Subway,0,75,75,0,3,3,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Female,0,1,0,age_35_44,White,S,1,Low trust,1,0,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,some_college,0,1,0,0,1,0,0,not_working,0,0,0,1,0,2,petition_block,platform_block,1,1,same weight,0,0,0,Love,Platform responsibility,50
R_3h4iLUHcFFZmGJ2,EN,4,6,2,3,1,21,3,"(1, 2, 3)",,2,0,5,6,4,3,2,1,6,4,2,14,15,30,35,5,5,4,4,3,2,4,9,,,,,,,,6,Location and it offers coupons you can use to purchase food.,1,I do not want any misinformation sites to show ads.,"1,5",,,1,,,,,,,,,,,,,,,,,,3,3,3,2,5,3,3,3,2,Testing the knowledge of the consumer regarding website trust.,5,4,control,0,1,1,Burger King,Burger King,Burger King,Subway,0,35,35,0,3,3,company_block,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Female,0,1,0,age_65_plus,White,S,0,High trust,0,1,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,1,same weight,0,0,0,Frequency of use,Misinformation concerns,5
R_1OGBx4DIISs71xU,EN,4,2,2,1,1,"14,16",2,"(1, 2)",,3,0,5,4,6,3,1,2,5,5,5,10,10,60,10,5,5,5,4,3,3,4,,,9,,,,,,5,Because out of the choices it is what I would use the most. ,3,Because it’s how I feel. ,"1,5",,,,,,,,,1,,,,,,,,,,,,3,3,3,3,7,6,6,3,2,To look at how adverting affects companies ,5,4,T2,1,1,1,Subway,Subway,Subway,Burger King,0,60,60,0,4,4,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Female,0,1,0,age_25_34,White,NE,0,Some trust,0,0,0,3,once_every_few_months,0,3,once_every_few_months,0,Biden,0,1,0,0,100K_above,0,1,0,0,0,1,0,post_graduate,0,1,1,0,0,0,1,not_working,0,0,0,1,0,2,petition_block,platform_block,1,0,same weight,0,0,0,Use,Misinformation concerns,50
R_24dWjFN1yj8ME1N,EN,4,2,2,3,1,2,2,"(1, 2, 4)",,4,6,4,3,2,1,6,5,4,0,0,0,100,0,0,4,4,5,1,5,5,4,,9,,,,,,,4,Doordash is the only company out of these choices that I use on a regular basis.,5,I am not interested in signing any petitions.,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,1,4,1,4,4,3,2,To see if people care about misinformation.,4,4,T1,0,1,1,DoorDash,DoorDash,DoorDash,Grubhub,0,100,100,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Female,0,1,0,age_25_34,White,S,0,Low trust,1,0,1,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,some_college,0,1,0,0,1,0,0,paid_employee,1,0,1,0,0,3,None,No clicks,0,1,same weight,0,0,0,Frequency of use,No interest,100
R_1f2cXS6owziNPUQ,EN,4,3,2,4,1,15,2,"(1, 2, 3, 4)",,4,0,4,3,2,1,5,6,4,5,20,30,40,3,2,5,4,5,2,5,5,4,,,,,,,9,9,4,I chose the above gift card because it’s the one that I’d get the most utility from.,5,"I just companies by their actions, not because they appear on a misinformation site.","1,5",,,,,,,,,,,,,,,,,,,,,2,3,1,5,4,5,6,2,2,I think the purpose was to see if a company’s ad appearing on a misinformation site affects if you want a gift card from them.,6,4,T4,0,1,1,DoorDash,DoorDash,DoorDash,Grubhub,0,40,40,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Female,0,1,0,age_35_44,Asian,W,1,Low trust,1,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,100K_above,0,1,0,0,0,1,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,4,None,No clicks,0,1,same weight,0,0,0,Use,Company responsibility,10
R_3QYIYZNWKh5Bcti,EN,4,4,2,3,1,"33,4,11,26",3,"(1, 5)",Youtube,3,0,4,6,5,3,1,2,6,10,10,10,20,20,30,5,3,5,4,3,2,4,,,,9,,,,,6,I eat there often so I enjoy this restaurant alot,2,I believe their ads will draw in people to buy their product,"1,5",,,,,,,,,,,,,,,,1,,,,,3,3,4,4,1,2,4,3,1,Doing what is right,7,4,T3,1,1,0,Burger King,Burger King,Subway,Burger King,0,30,30,0,3,3,company_allow,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Female,0,1,0,age_45_54,White,S,1,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,max_high_school,1,0,0,1,0,0,0,paid_employee,1,0,1,0,0,2,petition_allow,company_allow,0,1,same weight,0,0,0,Product features,Company responsibility,10
R_2xxRDot7bhLamlK,EN,4,1,2,3,1,"4,17,18,26",2,"(1, 2, 3)",,1,3,1,2,4,3,5,6,1,30,20,10,20,10,10,1,2,3,3,3,4,4,,9,,,,,,,1,Uber is one of the companies I use frequently. It’ll be nice to get a gift card to save money ,5,I would need to do more research first before signing a petition ,"1,5",,,,,,,,,,,,,,,,,,,,,1,3,3,3,1,4,5,1,2,Are petition are trustworthy ,7,4,T1,0,1,1,Uber,Uber,Uber,Lyft,0,30,30,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Female,0,1,0,age_18_24,Black,S,0,Very high trust,0,1,1,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,some_college,0,1,0,0,1,0,0,paid_employee,1,0,1,0,0,3,None,No clicks,0,1,same weight,0,0,0,Frequency of use,No interest,10
R_PBrDdOrwy1LVeQF,EN,4,2,2,3,1,"4,18",2,"(1, 2)",,4,2,6,5,4,3,1,2,5,0,0,0,0,50,50,5,5,5,5,3,3,4,,,,9,,,,,5,I have my own transportation and do my own shopping so the other options aren’t appealing ,5,I don’t believe this is a cause that can be changed. ,"1,5",,,,,,,,,,,,,,,,,,,,,4,3,1,4,1,2,3,3,4,To see how many are aware of misinformed sites,4,4,T3,0,1,1,Subway,Subway,Subway,Burger King,0,50,50,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Female,0,1,0,age_25_34,White,S,0,Low trust,1,0,1,3,once_every_few_months,0,3,once_every_few_months,0,None,0,0,0,1,25K_to_50K,1,0,0,1,0,0,0,max_high_school,1,0,0,1,0,0,0,paid_employee,1,0,1,0,0,2,None,No clicks,0,0,same weight,0,0,0,Product features,No interest,0
R_BtUtAHMWts4esLv,EN,4,3,1,1,1,"11,16,17,18,26",5,"(1, 2, 3)",,1,0,4,3,6,5,1,2,5,0,0,0,0,100,0,3,4,4,3,3,3,4,,,,,9,,,,5,I love the franchise,3,They are in need,"1,5",,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,5,4,3,1,I liked it,7,1,T4,0,1,1,Subway,Subway,Subway,Burger King,0,100,100,0,4,4,platform_block,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Male,1,0,0,age_35_44,White,NE,0,Very high trust,0,1,0,3,once_every_few_months,0,3,once_every_few_months,0,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,3,None,No clicks,0,0,same weight,0,0,0,Love,Company responsibility,100
R_p03U1CJeWQVTKJb,EN,4,3,2,3,1,"14,18,26",3,"(1, 2, 3)",,2,0,5,6,4,3,1,2,5,10,10,15,5,40,20,5,5,5,2,1,1,4,9,,,,,,,,5,Cause subway is good ,3,Not sure how I feel about it ,"1,5",1,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,2,3,3,1,It’s all political ,7,4,control,0,1,1,Subway,Subway,Subway,Burger King,0,40,40,0,4,4,platform_block,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Female,0,1,0,age_35_44,White,S,0,High trust,0,1,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Trump,1,0,0,0,25K_to_50K,1,0,0,1,0,0,0,max_high_school,1,0,0,1,0,0,0,paid_employee,1,0,1,0,0,3,None,No clicks,0,1,same weight,0,0,0,Like,No interest,20
R_eKE1zkPUBPHce0p,EN,4,4,1,1,1,"1,9,11,14,16,17,18",2,2,,4,0,6,5,3,4,2,1,6,0,0,5,0,5,90,5,5,5,4,3,2,4,,9,,,,,,,6,They have good food,5,I dont care about it,"1,5",,,,,,,,,,,,,,,,,,,,,4,5,2,5,1,2,5,3,1,Misinformation research,5,4,T1,0,1,1,Burger King,Burger King,Burger King,Subway,0,90,90,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,1,0,0,age_45_54,White,NE,1,Low trust,1,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,max_high_school,1,0,0,1,0,0,0,paid_employee,1,0,1,0,0,1,None,No clicks,0,1,same weight,0,0,0,Product features,No interest,85
R_3nPACdnFfwxHHmX,EN,4,1,1,1,1,"4,11,16,26",4,"(1, 3)",,3,0,2,3,4,1,6,5,4,20,20,0,60,0,0,3,2,5,2,5,5,4,,,,,,,9,9,4,I can use it to get food,5,Cause i dont ,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,2,1,1,2,I dont know,4,4,T4,0,1,1,DoorDash,DoorDash,DoorDash,Uber,0,60,60,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,1,0,0,age_18_24,Black,NE,0,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,1,same weight,0,0,0,Use,Misinformation concerns,40
R_1gvifaplcUFRKSE,EN,4,2,2,3,1,"2,14",2,"(1, 2, 4)",,3,0,1,2,4,3,6,5,1,40,10,20,20,0,10,2,4,5,3,5,3,4,,,,,,9,,,1,I use that platform most frequently ,5,Those issues aren’t of importance to me ,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,3,4,1,3,3,3,2,To find out how aware people are of misinformation on public forums ,4,4,T4,0,1,1,Uber,Uber,Uber,Lyft,0,40,40,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Female,0,1,0,age_25_34,White,S,0,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,some_college,1,0,0,0,1,0,0,paid_employee,1,0,1,0,0,3,None,No clicks,0,1,same weight,0,0,0,Frequency of use,No interest,20
